id,name,genus,type_1,type_2,color,generation,pokedex_entry
788,tapu-fini,Land Spirit Pokémon,water,fairy,purple,generation-vii,The dense fog it creates brings the downfall and destruction of its confused enemies. Ocean currents are the source of its energy.
789,cosmog,Nebula Pokémon,psychic,,blue,generation-vii,Its body is gaseous and frail. It slowly grows as it collects dust from the atmosphere.
790,cosmoem,Protostar Pokémon,psychic,,blue,generation-vii,"Motionless as if dead, its body is faintly warm to the touch. In the distant past, it was called the cocoon of the stars."
791,solgaleo,Sunne Pokémon,psychic,steel,white,generation-vii,It is said to live in another world. The intense light it radiates from the surface of its body can make the darkest of nights light up like midday.
792,lunala,Moone Pokémon,psychic,ghost,purple,generation-vii,"It is said to be a female evolution of Cosmog. When its third eye activates, away it flies to another world."
793,nihilego,Parasite Pokémon,rock,poison,white,generation-vii,One of several mysterious Ultra Beasts. People on the street report observing those infested by it suddenly becoming violent.
794,buzzwole,Swollen Pokémon,bug,fighting,red,generation-vii,"This Ultra Beast appeared from another world. It shows off its body, but whether that display is a boast or a threat remains unclear."
795,pheromosa,Lissome Pokémon,bug,fighting,white,generation-vii,"One of the dangerous Ultra Beasts, it has been spotted running across the land at terrific speeds."
796,xurkitree,Glowing Pokémon,electric,,black,generation-vii,"One of the mysterious life-forms known as Ultra Beasts. Astonishing electric shocks emanate from its entire body, according to witnesses."
797,celesteela,Launch Pokémon,steel,flying,green,generation-vii,It appeared from the Ultra Wormhole. Witnesses observed it flying across the sky at high speed.
798,kartana,Drawn Sword Pokémon,grass,steel,white,generation-vii,"This Ultra Beast came from the Ultra Wormhole. It seems not to attack enemies on its own, but its sharp body is a dangerous weapon in itself."
799,guzzlord,Junkivore Pokémon,dark,dragon,black,generation-vii,"It has gobbled mountains and swallowed whole buildings, according to reports. It’s one of the Ultra Beasts."
800,necrozma,Prism Pokémon,psychic,,black,generation-vii,"Reminiscent of the Ultra Beasts, this life-form, apparently asleep underground, is thought to have come from another world in ancient times."
801,magearna,Artificial Pokémon,steel,fairy,gray,generation-vii,"This artificial Pokémon, constructed more than 500 years ago, can understand human speech but cannot itself speak."
802,marshadow,Gloomdweller Pokémon,fighting,ghost,gray,generation-vii,"Able to conceal itself in shadows, it never appears before humans, so its very existence was the stuff of myth."
803,poipole,Poison Pin Pokémon,poison,,purple,generation-vii,This Ultra Beast is well enough liked to be chosen as a first partner in its own world.
804,naganadel,Poison Pin Pokémon,poison,dragon,purple,generation-vii,It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.
805,stakataka,Rampart Pokémon,rock,steel,gray,generation-vii,It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other.
806,blacephalon,Fireworks Pokémon,fire,ghost,white,generation-vii,"It slithers toward people. Then, without warning, it triggers the explosion of its own head. It’s apparently one kind of Ultra Beast."
807,zeraora,Thunderclap Pokémon,electric,,yellow,generation-vii,"It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks."
808,meltan,Hex Nut Pokémon,steel,,gray,generation-vii,"It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel."
809,melmetal,Hex Nut Pokémon,steel,,gray,generation-vii,"Revered long ago for its capacity to create iron from nothing, for some reason it has come back to life after 3,000 years."
810,grookey,Chimp Pokémon,grass,,green,generation-viii,"When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area."
811,thwackey,Beat Pokémon,grass,,green,generation-viii,"The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers."
812,rillaboom,Drummer Pokémon,grass,,green,generation-viii,"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle."
813,scorbunny,Rabbit Pokémon,fire,,white,generation-viii,"A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power."
814,raboot,Rabbit Pokémon,fire,,gray,generation-viii,Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.
815,cinderace,Striker Pokémon,fire,,white,generation-viii,"It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched."
816,sobble,Water Lizard Pokémon,water,,blue,generation-viii,"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping."
817,drizzile,Water Lizard Pokémon,water,,blue,generation-viii,"A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms."
818,inteleon,Secret Agent Pokémon,water,,blue,generation-viii,"It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air."
819,skwovet,Cheeky Pokémon,normal,,brown,generation-viii,"Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries."
820,greedent,Greedy Pokémon,normal,,brown,generation-viii,"It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn’t notice the loss."
821,rookidee,Tiny Bird Pokémon,flying,,blue,generation-viii,"It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle—even a defeat increases its strength a bit."
822,corvisquire,Raven Pokémon,flying,,blue,generation-viii,"Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies."
823,corviknight,Raven Pokémon,flying,steel,purple,generation-viii,This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.
824,blipbug,Larva Pokémon,bug,,blue,generation-viii,"A constant collector of information, this Pokémon is very smart. Very strong is what it isn’t."
825,dottler,Radome Pokémon,bug,psychic,yellow,generation-viii,"It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers."
826,orbeetle,Seven Spot Pokémon,bug,psychic,red,generation-viii,"It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power."
827,nickit,Fox Pokémon,dark,,brown,generation-viii,"Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains."
828,thievul,Fox Pokémon,dark,,brown,generation-viii,"It secretly marks potential targets with a scent. By following the scent, it stalks its targets and steals from them when they least expect it."
829,gossifleur,Flowering Pokémon,grass,,green,generation-viii,"It anchors itself in the ground with its single leg, then basks in the sun. After absorbing enough sunlight, its petals spread as it blooms brilliantly."
830,eldegoss,Cotton Bloom Pokémon,grass,,green,generation-viii,The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.
831,wooloo,Sheep Pokémon,normal,,white,generation-viii,"Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed."
832,dubwool,Sheep Pokémon,normal,,white,generation-viii,"Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You’ll start to bounce the moment you set foot on it."
833,chewtle,Snapping Pokémon,water,,green,generation-viii,Apparently the itch of its teething impels it to snap its jaws at anything in front of it.
834,drednaw,Bite Pokémon,water,rock,green,generation-viii,"With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey."
835,yamper,Puppy Pokémon,electric,,yellow,generation-viii,"This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail."
836,boltund,Dog Pokémon,electric,,yellow,generation-viii,This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.
837,rolycoly,Coal Pokémon,rock,,black,generation-viii,"Most of its body has the same composition as coal. Fittingly, this Pokémon was first discovered in coal mines about 400 years ago."
838,carkol,Coal Pokémon,rock,fire,black,generation-viii,It forms coal inside its body. Coal dropped by this Pokémon once helped fuel the lives of people in the Galar region.
839,coalossal,Coal Pokémon,rock,fire,black,generation-viii,"It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit."
840,applin,Apple Core Pokémon,grass,dragon,green,generation-viii,"It spends its entire life inside an apple. It hides from its natural enemies, bird Pokémon, by pretending it’s just an apple and nothing more."
841,flapple,Apple Wing Pokémon,grass,dragon,green,generation-viii,"It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns."
842,appletun,Apple Nectar Pokémon,grass,dragon,green,generation-viii,"Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on."
843,silicobra,Sand Snake Pokémon,ground,,green,generation-viii,"As it digs, it swallows sand and stores it in its neck pouch. The pouch can hold more than 17 pounds of sand."
844,sandaconda,Sand Snake Pokémon,ground,,green,generation-viii,"When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened."
845,cramorant,Gulp Pokémon,flying,water,blue,generation-viii,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight."
846,arrokuda,Rush Pokémon,water,,brown,generation-viii,"If it sees any movement around it, this Pokémon charges for it straightaway, leading with its sharply pointed jaw. It’s very proud of that jaw."
847,barraskewda,Skewer Pokémon,water,,brown,generation-viii,"This Pokémon has a jaw that’s as sharp as a spear and as strong as steel. Apparently Barraskewda’s flesh is surprisingly tasty, too."
848,toxel,Baby Pokémon,electric,poison,purple,generation-viii,"It stores poison in an internal poison sac and secretes that poison through its skin. If you touch this Pokémon, a tingling sensation follows."
849,toxtricity,Punk Pokémon,,,purple,generation-viii,"When this Pokémon sounds as if it’s strumming a guitar, it’s actually clawing at the protrusions on its chest to generate electricity."
850,sizzlipede,Radiator Pokémon,fire,bug,red,generation-viii,It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot.
851,centiskorch,Radiator Pokémon,fire,bug,red,generation-viii,"When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies."
852,clobbopus,Tantrum Pokémon,fighting,,brown,generation-viii,"It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land."
853,grapploct,Jujitsu Pokémon,fighting,,blue,generation-viii,A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful.
854,sinistea,Black Tea Pokémon,ghost,,purple,generation-viii,"This Pokémon is said to have been born when a lonely spirit possessed a cold, leftover cup of tea."
855,polteageist,Black Tea Pokémon,ghost,,purple,generation-viii,"This species lives in antique teapots. Most pots are forgeries, but on rare occasions, an authentic work is found."
856,hatenna,Calm Pokémon,psychic,,pink,generation-viii,"Via the protrusion on its head, it senses other creatures’ emotions. If you don’t have a calm disposition, it will never warm up to you."
857,hattrem,Serene Pokémon,psychic,,pink,generation-viii,"No matter who you are, if you bring strong emotions near this Pokémon, it will silence you violently."
858,hatterene,Silent Pokémon,psychic,fairy,pink,generation-viii,It emits psychic power strong enough to cause headaches as a deterrent to the approach of others.
859,impidimp,Wily Pokémon,dark,fairy,pink,generation-viii,"Through its nose, it sucks in the emanations produced by people and Pokémon when they feel annoyed. It thrives off this negative energy."
860,morgrem,Devious Pokémon,dark,fairy,pink,generation-viii,"When it gets down on all fours as if to beg for forgiveness, it’s trying to lure opponents in so that it can stab them with its spear-like hair."
861,grimmsnarl,Bulk Up Pokémon,dark,fairy,purple,generation-viii,"With the hair wrapped around its body helping to enhance its muscles, this Pokémon can overwhelm even Machamp."
862,obstagoon,Blocking Pokémon,dark,normal,gray,generation-viii,Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout—this move is known as Obstruct.
863,perrserker,Viking Pokémon,steel,,brown,generation-viii,What appears to be an iron helmet is actually hardened hair. This Pokémon lives for the thrill of battle.
864,cursola,Coral Pokémon,ghost,,white,generation-viii,Its shell is overflowing with its heightened otherworldly energy. The ectoplasm serves as protection for this Pokémon’s core spirit.
865,sirfetchd,Wild Duck Pokémon,fighting,,white,generation-viii,"Only Farfetch’d that have survived many battles can attain this evolution. When this Pokémon’s leek withers, it will retire from combat."
866,mr-rime,Comedian Pokémon,ice,psychic,purple,generation-viii,It’s highly skilled at tap-dancing. It waves its cane of ice in time with its graceful movements.
867,runerigus,Grudge Pokémon,ground,ghost,gray,generation-viii,"A powerful curse was woven into an ancient painting. After absorbing the spirit of a Yamask, the painting began to move."
868,milcery,Cream Pokémon,fairy,,white,generation-viii,This Pokémon was born from sweet-smelling particles in the air. Its body is made of cream.
869,alcremie,Cream Pokémon,fairy,,white,generation-viii,"When it trusts a Trainer, it will treat them to berries it’s decorated with cream."
870,falinks,Formation Pokémon,fighting,,yellow,generation-viii,"Five of them are troopers, and one is the brass. The brass’s orders are absolute."
871,pincurchin,Sea Urchin Pokémon,electric,,purple,generation-viii,"It feeds on seaweed, using its teeth to scrape it off rocks. Electric current flows from the tips of its spines."
872,snom,Worm Pokémon,ice,bug,white,generation-viii,"It spits out thread imbued with a frigid sort of energy and uses it to tie its body to branches, disguising itself as an icicle while it sleeps."
873,frosmoth,Frost Moth Pokémon,ice,bug,white,generation-viii,Icy scales fall from its wings like snow as it flies over fields and mountains. The temperature of its wings is less than −290 degrees Fahrenheit.
874,stonjourner,Big Rock Pokémon,rock,,gray,generation-viii,"It stands in grasslands, watching the sun’s descent from zenith to horizon. This Pokémon has a talent for delivering dynamic kicks."
875,eiscue,Penguin Pokémon,,,blue,generation-viii,It drifted in on the flow of ocean waters from a frigid place. It keeps its head iced constantly to make sure it stays nice and cold.
876,indeedee,Emotion Pokémon,,,purple,generation-viii,"It uses the horns on its head to sense the emotions of others. Males will act as valets for those they serve, looking after their every need."
877,morpeko,Two-Sided Pokémon,,,yellow,generation-viii,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity."
878,cufant,Copperderm Pokémon,steel,,yellow,generation-viii,"It digs up the ground with its trunk. It’s also very strong, being able to carry loads of over five tons without any problem at all."
879,copperajah,Copperderm Pokémon,steel,,green,generation-viii,They came over from another region long ago and worked together with humans. Their green skin is resistant to water.
880,dracozolt,Fossil Pokémon,electric,dragon,green,generation-viii,"In ancient times, it was unbeatable thanks to its powerful lower body, but it went extinct anyway after it depleted all its plant-based food sources."
881,arctozolt,Fossil Pokémon,electric,ice,blue,generation-viii,The shaking of its freezing upper half is what generates its electricity. It has a hard time walking around.
882,dracovish,Fossil Pokémon,water,dragon,green,generation-viii,Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction.
883,arctovish,Fossil Pokémon,water,ice,blue,generation-viii,"Though it’s able to capture prey by freezing its surroundings, it has trouble eating the prey afterward because its mouth is on top of its head."
884,duraludon,Alloy Pokémon,steel,dragon,white,generation-viii,"Its body resembles polished metal, and it’s both lightweight and strong. The only drawback is that it rusts easily."
885,dreepy,Lingering Pokémon,dragon,ghost,green,generation-viii,"After being reborn as a ghost Pokémon, Dreepy wanders the areas it used to inhabit back when it was alive in prehistoric seas."
886,drakloak,Caretaker Pokémon,dragon,ghost,green,generation-viii,It’s capable of flying faster than 120 mph. It battles alongside Dreepy and dotes on them until they successfully evolve.
887,dragapult,Stealth Pokémon,dragon,ghost,green,generation-viii,"When it isn’t battling, it keeps Dreepy in the holes on its horns. Once a fight starts, it launches the Dreepy like supersonic missiles."
888,zacian,Warrior Pokémon,fairy,,blue,generation-viii,"Known as a legendary hero, this Pokémon absorbs metal particles, transforming them into a weapon it uses to battle."
889,zamazenta,Warrior Pokémon,fighting,,red,generation-viii,"In times past, it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle."
890,eternatus,Gigantic Pokémon,poison,dragon,purple,generation-viii,The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active.
891,kubfu,Wushu Pokémon,fighting,,gray,generation-viii,Kubfu trains hard to perfect its moves. The moves it masters will determine which form it takes when it evolves.
892,urshifu,Wushu Pokémon,,,gray,generation-viii,This form of Urshifu is a strong believer in the one-hit KO. Its strategy is to leap in close to foes and land a devastating blow with a hardened fist.
893,zarude,Rogue Monkey Pokémon,dark,grass,green,generation-viii,"Within dense forests, this Pokémon lives in a pack with others of its kind. It’s incredibly aggressive, and the other Pokémon of the forest fear it."
894,regieleki,Electron Pokémon,electric,,yellow,generation-viii,This Pokémon is a cluster of electrical energy. It’s said that removing the rings on Regieleki’s body will unleash the Pokémon’s latent power.
895,regidrago,Dragon Orb Pokémon,dragon,,green,generation-viii,An academic theory proposes that Regidrago’s arms were once the head of an ancient dragon Pokémon. The theory remains unproven.
896,glastrier,Wild Horse Pokémon,ice,,white,generation-viii,"Glastrier emits intense cold from its hooves. It’s also a belligerent Pokémon—anything it wants, it takes by force."
897,spectrier,Swift Horse Pokémon,ghost,,black,generation-viii,It probes its surroundings with all its senses save one—it doesn’t use its sense of sight. Spectrier’s kicks are said to separate soul from body.
898,calyrex,King Pokémon,psychic,grass,green,generation-viii,"Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore."
899,wyrdeer,Big Horn Pokémon,normal,psychic,gray,generation-viii,The black orbs shine with an uncanny light when the Pokémon is erecting invisible barriers. The fur shed from its beard retains heat well and is a highly useful material for winter clothing.
900,kleavor,Axe Pokémon,bug,rock,brown,generation-viii,"A violent creature that fells towering trees with its crude axes and shields itself with hard stone. If one should chance upon this Pokémon in the wilds, one's only recourse is to flee."
901,ursaluna,Peat Pokémon,ground,normal,brown,generation-viii,I believe it was Hisui's swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will.
902,basculegion,Big Fish Pokémon,,,green,generation-viii,Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui's rivers is Basculegion's equal.
903,sneasler,Free Climb Pokémon,fighting,poison,gray,generation-viii,"Because of Sneasler's virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs."
904,overqwil,Pin Cluster Pokémon,dark,poison,black,generation-viii,Its lancelike spikes and savage temperament have earned it the nickname ”sea fiend.” It slurps up poison to nourish itself.
905,enamorus,Love-Hate Pokémon,,,pink,generation-viii,"When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokémon's love gives rise to the budding of fresh life across Hisui."
906,sprigatito,Grass Cat Pokémon,grass,,green,generation-ix,Its fluffy fur is similar in composition to plants. This Pokémon frequently washes its face to keep it from drying out.
907,floragato,Grass Cat Pokémon,grass,,green,generation-ix,"Floragato deftly wields the vine hidden beneath its long fur, slamming the hard flower bud against its opponents."
908,meowscarada,Magician Pokémon,grass,dark,green,generation-ix,"This Pokémon uses the reflective fur lining its cape to camouflage the stem of its flower, creating the illusion that the flower is floating."
909,fuecoco,Fire Croc Pokémon,fire,,red,generation-ix,It lies on warm rocks and uses the heat absorbed by its square-shaped scales to create fire energy.
910,crocalor,Fire Croc Pokémon,fire,,red,generation-ix,The combination of Crocalor’s fire energy and overflowing vitality has caused an egg-shaped fireball to appear on the Pokémon’s head.
911,skeledirge,Singer Pokémon,fire,ghost,red,generation-ix,The fiery bird changes shape when Skeledirge sings. Rumor has it that the bird was born when the fireball on Skeledirge’s head gained a soul.
912,quaxly,Duckling Pokémon,water,,white,generation-ix,This Pokémon migrated to Paldea from distant lands long ago. The gel secreted by its feathers repels water and grime.
913,quaxwell,Practicing Pokémon,water,,blue,generation-ix,"These Pokémon constantly run through shallow waters to train their legs, then compete with each other to see which of them kicks most gracefully."
914,quaquaval,Dancer Pokémon,water,fighting,blue,generation-ix,A single kick from a Quaquaval can send a truck rolling. This Pokémon uses its powerful legs to perform striking dances from far-off lands.
915,lechonk,Hog Pokémon,normal,,gray,generation-ix,It searches for food all day. It possesses a keen sense of smell but doesn’t use it for anything other than foraging.
916,oinkologne,Hog Pokémon,,,gray,generation-ix,"Oinkologne is proud of its fine, glossy skin. It emits a concentrated scent from the tip of its tail."
917,tarountula,String Ball Pokémon,bug,,white,generation-ix,"The ball of threads wrapped around its body is elastic enough to deflect the scythes of Scyther, this Pokémon’s natural enemy."
918,spidops,Trap Pokémon,bug,,green,generation-ix,It clings to branches and ceilings using its threads and moves without a sound. It takes out its prey before the prey even notices it.
919,nymble,Grasshopper Pokémon,bug,,gray,generation-ix,"It has its third set of legs folded up. When it’s in a tough spot, this Pokémon jumps over 30 feet using the strength of its legs."
920,lokix,Grasshopper Pokémon,bug,dark,gray,generation-ix,"When it decides to fight all out, it stands on its previously folded legs to enter Showdown Mode. It neutralizes its enemies in short order."
921,pawmi,Mouse Pokémon,electric,,yellow,generation-ix,It has underdeveloped electric sacs on its cheeks. These sacs can produce electricity only if Pawmi rubs them furiously with the pads on its forepaws.
922,pawmo,Mouse Pokémon,electric,fighting,yellow,generation-ix,"When its group is attacked, Pawmo is the first to leap into battle, defeating enemies with a fighting technique that utilizes electric shocks."
923,pawmot,Hands-On Pokémon,electric,fighting,yellow,generation-ix,"This Pokémon normally is slow to react, but once it enters battle, it will strike down its enemies with lightning-fast movements."
924,tandemaus,Couple Pokémon,normal,,white,generation-ix,"Exhibiting great teamwork, they use their incisors to cut pieces out of any material that might be useful for a nest, then make off with them."
925,maushold,Family Pokémon,,,white,generation-ix,"The two little ones just appeared one day. The group might be a family of related Pokémon, but nobody knows for sure."
926,fidough,Puppy Pokémon,fairy,,yellow,generation-ix,This Pokémon is smooth and moist to the touch. Yeast in Fidough’s breath induces fermentation in the Pokémon’s vicinity.
927,dachsbun,Dog Pokémon,fairy,,brown,generation-ix,"The pleasant aroma that emanates from this Pokémon’s body helps wheat grow, so Dachsbun has been treasured by farming villages."
928,smoliv,Olive Pokémon,grass,normal,green,generation-ix,It protects itself from enemies by emitting oil from the fruit on its head. This oil is bitter and astringent enough to make someone flinch.
929,dolliv,Olive Pokémon,grass,normal,green,generation-ix,"Dolliv shares its tasty, fresh-scented oil with others. This species has coexisted with humans since times long gone."
930,arboliva,Olive Pokémon,grass,normal,green,generation-ix,"This calm Pokémon is very compassionate. It will share its delicious, nutrient-rich oil with weakened Pokémon."
931,squawkabilly,Parrot Pokémon,,,green,generation-ix,"These Pokémon prefer to live in cities. They form flocks based on the color of their feathers, and they fight over territory."
932,nacli,Rock Salt Pokémon,rock,,brown,generation-ix,"It was born in a layer of rock salt deep under the earth. This species was particularly treasured in the old days, as they would share precious salt."
933,naclstack,Rock Salt Pokémon,rock,,brown,generation-ix,This Pokémon dry cures its prey by spraying salt over them. The curing process steals away the water in the prey’s body.
934,garganacl,Rock Salt Pokémon,rock,,brown,generation-ix,Garganacl will rub its fingertips together and sprinkle injured Pokémon with salt. Even severe wounds will promptly heal afterward.
935,charcadet,Fire Child Pokémon,fire,,red,generation-ix,"Burnt charcoal came to life and became a Pokémon. Possessing a fiery fighting spirit, Charcadet will battle even tough opponents."
936,armarouge,Fire Warrior Pokémon,fire,psychic,red,generation-ix,Armarouge evolved through the use of a set of armor that belonged to a distinguished warrior. This Pokémon is incredibly loyal.
937,ceruledge,Fire Blades Pokémon,fire,ghost,blue,generation-ix,The fiery blades on its arms burn fiercely with the lingering resentment of a sword wielder who fell before accomplishing their goal.
938,tadbulb,EleTadpole Pokémon,electric,,yellow,generation-ix,"Tadbulb shakes its tail to generate electricity. If it senses danger, it will make its head blink on and off to alert its allies."
939,bellibolt,EleFrog Pokémon,electric,,green,generation-ix,"When this Pokémon expands and contracts its wobbly body, the belly-button dynamo in its stomach produces a huge amount of electricity."
940,wattrel,Storm Petrel Pokémon,electric,flying,black,generation-ix,"When its wings catch the wind, the bones within produce electricity. This Pokémon dives into the ocean, catching prey by electrocuting them."
941,kilowattrel,Frigatebird Pokémon,electric,flying,yellow,generation-ix,"Kilowattrel inflates its throat sac to amplify its electricity. By riding the wind, this Pokémon can fly over 430 miles in a day."
942,maschiff,Rascal Pokémon,dark,,brown,generation-ix,"It always scowls in an attempt to make opponents take it seriously, but even crying children will burst into laughter when they see Maschiff’s face."
943,mabosstiff,Boss Pokémon,dark,,gray,generation-ix,This Pokémon can store energy in its large dewlap. Mabosstiff unleashes this energy all at once to blow away enemies.
944,shroodle,Toxic Mouse Pokémon,poison,normal,gray,generation-ix,"Though usually a mellow Pokémon, it will sink its sharp, poison-soaked front teeth into any that anger it, causing paralysis in the object of its ire."
945,grafaiai,Toxic Monkey Pokémon,poison,normal,gray,generation-ix,The color of the poisonous saliva depends on what the Pokémon eats. Grafaiai covers its fingers in its saliva and draws patterns on trees in forests.
946,bramblin,Tumbleweed Pokémon,grass,ghost,brown,generation-ix,A soul unable to move on to the afterlife was blown around by the wind until it got tangled up with dried grass and became a Pokémon.
947,brambleghast,Tumbleweed Pokémon,grass,ghost,brown,generation-ix,"It will open the branches of its head to envelop its prey. Once it absorbs all the life energy it needs, it expels the prey and discards it."
948,toedscool,Woodear Pokémon,ground,grass,yellow,generation-ix,Toedscool lives in muggy forests. The flaps that fall from its body are chewy and very delicious.
949,toedscruel,Woodear Pokémon,ground,grass,black,generation-ix,These Pokémon gather into groups and form colonies deep within forests. They absolutely hate it when strangers approach.
950,klawf,Ambush Pokémon,rock,,red,generation-ix,"Klawf hangs upside-down from cliffs, waiting for prey. But Klawf can’t remain in this position for long because its blood rushes to its head."
951,capsakid,Spicy Pepper Pokémon,grass,,green,generation-ix,"The more sunlight this Pokémon bathes in, the more spicy chemicals are produced by its body, and thus the spicier its moves become."
952,scovillain,Spicy Pepper Pokémon,grass,fire,green,generation-ix,The red head converts spicy chemicals into fire energy and blasts the surrounding area with a super spicy stream of flame.
953,rellor,Rolling Pokémon,bug,,brown,generation-ix,This Pokémon creates a mud ball by mixing sand and dirt with psychic energy. It treasures its mud ball more than its own life.
954,rabsca,Rolling Pokémon,bug,psychic,green,generation-ix,"The body that supports the ball barely moves. Therefore, it is thought that the true body of this Pokémon is actually inside the ball."
955,flittle,Frill Pokémon,psychic,,yellow,generation-ix,Flittle’s toes levitate about half an inch above the ground because of the psychic power emitted from the frills on the Pokémon’s belly.
956,espathra,Ostrich Pokémon,psychic,,yellow,generation-ix,"It immobilizes opponents by bathing them in psychic power from its large eyes. Despite its appearance, it has a vicious temperament."
957,tinkatink,Metalsmith Pokémon,fairy,steel,pink,generation-ix,"It swings its handmade hammer around to protect itself, but the hammer is often stolen by Pokémon that eat metal."
958,tinkatuff,Hammer Pokémon,fairy,steel,pink,generation-ix,"This Pokémon will attack groups of Pawniard and Bisharp, gathering metal from them in order to create a large and sturdy hammer."
959,tinkaton,Hammer Pokémon,fairy,steel,pink,generation-ix,"This intelligent Pokémon has a very daring disposition. It knocks rocks into the sky with its hammer, aiming for flying Corviknight."
960,wiglett,Garden Eel Pokémon,water,,white,generation-ix,This Pokémon can pick up the scent of a Veluza just over 65 feet away and will hide itself in the sand.
961,wugtrio,Garden Eel Pokémon,water,,red,generation-ix,"It has a vicious temperament, contrary to what its appearance may suggest. It wraps its long bodies around prey, then drags the prey into its den."
962,bombirdier,Item Drop Pokémon,flying,dark,white,generation-ix,"It gathers things up in an apron made from shed feathers added to the Pokémon’s chest feathers, then drops those things from high places for fun."
963,finizen,Dolphin Pokémon,water,,blue,generation-ix,It likes playing with others of its kind using the water ring on its tail. It uses ultrasonic waves to sense the emotions of other living creatures.
964,palafin,Dolphin Pokémon,,,blue,generation-ix,This Pokémon changes its appearance if it hears its allies calling for help. Palafin will never show anybody its moment of transformation.
965,varoom,Single-Cyl Pokémon,steel,poison,gray,generation-ix,It is said that this Pokémon was born when an unknown poison Pokémon entered and inspirited an engine left at a scrap-processing factory.
966,revavroom,Multi-Cyl Pokémon,steel,poison,gray,generation-ix,It creates a gas out of poison and minerals from rocks. It then detonates the gas in its cylinders—now numbering eight—to generate energy.
967,cyclizar,Mount Pokémon,dragon,normal,green,generation-ix,"Apparently Cyclizar has been allowing people to ride on its back since ancient times. Depictions of this have been found in 10,000-year-old murals."
968,orthworm,Earthworm Pokémon,steel,,pink,generation-ix,"When attacked, this Pokémon will wield the tendrils on its body like fists and pelt the opponent with a storm of punches."
969,glimmet,Ore Pokémon,rock,poison,blue,generation-ix,It absorbs nutrients from cave walls. The petals it wears are made of crystallized poison.
